GEMS.Station.Number_Sample.Date,pH,NO2N,NO3N,TP,O2-Dis,NH4N,TEMP,EC
BEL00122_2015-09-03,8.35,0.009,0.4,1.4,11.35,0.101,16.5,6100.0
BEL00122_2015-10-01,8.6,0.07,0.4,0.81,17.25,0.101,13.7,1806.0
BEL00122_2015-10-27,8.07,0.012,0.4,0.73,9.08,0.101,12.0,2730.0
BEL00122_2015-11-25,7.81,0.046,3.607,1.07,8.28,0.443,8.7,1111.0
BEL00122_2016-01-20,7.86,0.024,1.668,0.78,8.77,0.738,3.4,1496.0
BEL00122_2016-02-15,8.15,0.021,1.549,0.89,11.43,0.932,6.1,2130.0
BEL00122_2016-03-14,8.03,0.021,1.14,0.76,9.96,0.94,7.2,2480.0
BEL00122_2016-04-11,8.6,0.009,0.4,0.5,17.69,0.559,13.7,2830.0
BEL00122_2016-05-11,8.25,0.009,0.4,1.13,9.76,0.101,20.3,2790.0
BEL00122_2016-06-02,8.4,0.009,0.4,0.98,8.93,0.101,14.5,4190.0
BEL00122_2016-07-14,8.1,0.009,0.4,1.31,6.89,0.148,18.8,4030.0
BEL00122_2016-08-11,8.21,0.009,0.4,1.32,6.27,0.101,17.6,6990.0
BEL00122_2016-11-08,8.47,0.021,0.4,0.58,11.7,0.109,6.9,3500.0
BEL00122_2016-12-06,7.74,0.076,0.95,0.56,6.96,1.305,1.9,2700.0
BEL00122_2017-01-19,7.7,0.04,3.896,0.56,9.71,0.784,1.9,1646.0
BEL00122_2017-02-09,7.98,0.034,1.998,0.55,10.71,1.103,3.8,3030.0
BEL00122_2017-03-13,7.73,0.043,2.799,0.58,9.42,0.87,9.0,2440.0
BEL00122_2017-04-10,8.39,0.021,0.4,0.43,10.17,0.07,14.0,4180.0
BEL00122_2017-05-09,8.4,0.021,0.4,0.53,10.09,0.132,12.9,6370.0
BEL00122_2017-06-13,8.26,0.021,0.4,0.93,7.45,0.101,19.8,7150.0
BEL00122_2017-07-12,8.29,0.021,0.4,1.16,7.48,0.101,19.4,11130.0
BEL00122_2017-08-16,8.55,0.021,0.609,0.487,11.21,0.101,20.8,3190.0
BEL00122_2017-09-12,8.12,0.061,0.749,0.59,8.37,0.311,15.3,2340.0
BEL00122_2017-10-10,8.26,0.058,0.4,0.58,9.85,0.179,13.9,3390.0
BEL00122_2017-11-07,8.3,0.04,0.409,0.56,9.48,0.753,6.9,6440.0
BEL00122_2017-12-06,7.66,0.091,4.097,0.64,7.44,0.784,7.1,1855.0
BEL00122_2018-01-18,8.29,0.03353658,1.9977459,0.65,11.48,0.6289569,6.0,1802.0
BEL00122_2018-02-19,7.98,0.02134146,1.19864754,0.75,8.91,1.1026158,4.8,2790.0
BEL00122_2018-03-22,8.07,0.02743902,1.2979705,0.392,11.17,0.7531953,6.8,2570.0
BEL00122_2018-04-17,7.85,0.0609756,2.99774752,0.62,9.71,0.3727152,12.5,1685.0
BEL00122_2018-05-15,8.15,0.0762195,0.5304749,0.477,7.08,0.4115397,14.5,3730.0
BEL00122_2018-06-07,8.37,0.02134146,0.39954918,1.46,8.68,0.1009437,18.9,8910.0
BEL00122_2018-07-12,8.2,0.02134146,0.39954918,1.58,7.65,0.0854139,18.6,11470.0
BEL00122_2018-08-08,8.24,0.02134146,0.39954918,1.49,6.46,0.1320033,22.6,13880.0
BEL00122_2018-09-11,8.83,0.02134146,0.39954918,0.301,14.25,0.0465894,17.8,4550.0
BEL00122_2018-10-03,8.65,0.02134146,0.39954918,0.257,9.59,0.1087086,13.2,7230.0
BEL00122_2018-10-29,8.68,0.02134146,0.39954918,0.242,12.81,0.077649,6.7,15670.0
BEL00122_2018-12-03,8.14,0.05182926,1.59819672,0.338,12.18,0.3028311,10.6,8330.0
BEL00122_2019-01-17,8.34,0.06402438,2.59819834,0.56,11.37,0.2562417,5.8,7470.0
BEL00122_2019-02-07,7.83,0.07317072,5.69526882,0.66,9.09,0.621192,7.1,1567.0
BEL00122_2019-02-28,8.4,0.04268292,0.39954918,0.373,18.67,0.1009437,9.3,3430.0
BEL00122_2019-03-27,8.4,0.05182926,1.97968718,0.403,14.73,0.1009437,11.2,2930.0
BEL00122_2019-04-16,8.59,0.00914634,0.39954918,0.286,13.03,0.1009437,12.5,3530.0
BEL00122_2019-05-15,8.52,0.00914634,0.39954918,0.53,10.25,0.1009437,17.2,4300.0
BEL00122_2019-06-20,8.27,0.00914634,0.39954918,0.84,8.79,0.1009437,19.8,7690.0
BEL00122_2019-08-01,8.28,0.00914634,0.39954918,1.27,8.89,0.1009437,19.9,9230.0
BEL00122_2019-09-11,8.24,0.00914634,0.39954918,0.55,9.29,0.1009437,16.2,7830.0
BEL00122_2019-10-07,8.13,0.00914634,0.39954918,0.484,8.96,0.1009437,13.2,11850.0
BEL00122_2019-10-28,8.43,0.05487804,0.4288946,0.366,11.67,0.1009437,10.5,5330.0
BEL00122_2019-12-02,7.79,0.13414632,3.84650736,0.64,8.23,0.7376655,5.5,2580.0
BEL00122_2020-01-20,8.19,0.04878048,2.45824326,0.65,11.23,0.8774337,4.2,2700.0
BEL00122_2020-02-11,8.36,0.04878048,2.62754376,0.545,11.59,0.5901324,5.2,2540.0
BEL00122_2020-03-10,7.92,0.03353658,2.99774752,0.72,9.05,0.4425993,9.3,1424.0
BEL00122_2020-03-31,8.7,0.00914634,0.39954918,0.357,21.49,0.1009437,8.2,3760.0
BEL00122_2020-05-13,8.3,0.00914634,0.39954918,0.62,9.88,0.1009437,14.2,12810.0
BEL00122_2020-06-17,8.41,0.00914634,0.39954918,0.88,10.19,0.1009437,22.1,12580.0
BEL00122_2020-07-15,8.3,0.00914634,0.39954918,0.72,8.62,0.1009437,20.7,3970.0
BEL00122_2020-08-19,8.08,0.00914634,0.39954918,1.07,8.64,0.1009437,21.9,4020.0
BEL00122_2020-09-10,8.35,0.00914634,0.39954918,0.508,10.95,0.1009437,20.7,4820.0
BEL00122_2020-09-30,8.11,0.02743902,0.39954918,0.223,9.69,0.1320033,14.1,2970.0
BEL00122_2020-11-09,7.9,0.07317072,1.45824164,0.532,7.37,0.4581291,10.5,2043.0
BEL00122_2020-12-03,7.75,0.05182926,2.23928128,0.66,7.56,0.6833112,7.9,2072.0
BEL00122_2021-01-20,7.88,0.03963414,3.01806358,0.82,10.1,0.4503642,6.7,1331.0
BEL00122_2021-02-17,7.78,0.0304878,1.86907752,0.81,10.12,1.1724999,5.6,2128.0
BEL00122_2021-03-08,8.54,0.02134146,0.95034014,0.563,18.39,0.1009437,7.0,3240.0
BEL00122_2021-04-07,8.58,0.00914634,0.39954918,0.416,11.54,0.1009437,6.0,3340.0
BEL00122_2021-05-04,8.47,0.00914634,0.39954918,0.46,10.27,0.1009437,12.3,3680.0
BEL00122_2021-06-03,8.27,0.00914634,0.39954918,0.7,7.92,0.1009437,23.1,2720.0
BEL00122_2021-07-01,7.46,0.2439024,2.55756622,0.94,3.81,0.8230794,15.4,1086.0
BEL00122_2021-08-25,8.24,0.00914634,0.39954918,1.11,8.96,0.1009437,20.0,2880.0
BEL00122_2021-09-20,8.51,0.00304878,0.00677202,1.31,12.5,0.0543543,18.7,7410.0
BEL00122_2021-10-12,8.4,0.05487804,0.45824002,0.539,12.34,0.1009437,13.8,2660.0
BEL00122_2021-11-08,7.68,0.10060974,2.37923636,0.77,7.32,0.5357781,9.8,1564.0
BEL00122_2021-11-29,7.48,0.0304878,2.88713786,1.1,8.0,0.2717715,6.0,738.0
BEL00123_2013-01-29,6.98,0.113,3.698,0.54,8.02,1.561,8.3,584.0
BEL00123_2013-02-26,7.1,0.149,3.896,0.42,10.14,1.305,7.7,616.0
BEL00123_2013-03-26,7.24,0.058,4.698,0.24,10.68,0.474,7.2,554.0
BEL00123_2013-04-29,7.15,0.04,3.497,0.21,10.43,0.202,11.8,640.0
BEL00123_2013-05-28,7.25,0.07,3.397,0.25,9.64,0.233,17.4,525.0
BEL00123_2013-06-25,7.13,0.101,2.698,1.5,7.89,0.248,18.2,677.0
BEL00123_2013-07-30,7.21,0.079,2.199,0.14,8.32,0.101,18.7,608.0
BEL00123_2013-08-27,7.19,0.049,3.698,0.14,7.78,0.101,17.7,866.0
BEL00123_2013-09-24,7.21,0.091,4.497,0.2,8.68,0.101,16.5,679.0
BEL00123_2013-10-29,7.14,0.076,2.047,0.31,7.68,0.427,12.5,480.0
BEL00123_2013-11-26,7.05,0.049,3.298,0.25,9.14,0.303,9.0,602.0
BEL00123_2013-12-16,7.0,0.058,2.898,0.16,9.17,0.497,9.4,656.0
BEL00123_2014-01-28,6.94,0.04,2.799,0.18,9.51,0.613,7.2,416.0
BEL00123_2014-02-26,6.93,0.204,3.698,0.25,8.94,1.359,10.1,598.0
BEL00123_2014-03-26,6.97,0.046,2.799,0.32,9.86,0.862,10.1,550.0
BEL00123_2014-04-29,6.97,0.091,2.558,0.19,7.73,0.287,13.6,559.0
BEL00123_2014-05-27,7.03,0.095,3.497,0.19,7.45,0.14,15.1,572.0
BEL00123_2014-06-24,7.19,0.046,2.619,0.26,8.15,0.186,17.7,692.0
BEL00123_2014-07-29,7.16,0.152,2.698,0.26,7.09,0.303,19.7,560.0
BEL00123_2014-08-26,6.76,0.104,2.047,0.6,4.65,1.483,15.3,255.0
BEL00123_2014-09-30,7.08,0.134,3.397,0.49,8.23,0.373,16.5,571.0
BEL00123_2014-10-28,7.02,0.113,3.199,0.26,8.69,0.404,12.9,576.0
BEL00123_2014-11-25,7.0,0.082,4.097,0.74,9.04,0.349,9.0,561.0
BEL00123_2014-12-16,6.93,0.052,3.397,0.33,9.05,0.544,8.5,453.0
BEL00123_2015-01-28,6.94,0.091,4.995,0.28,9.72,1.103,7.3,559.0
BEL00123_2015-02-24,7.12,0.061,4.196,0.21,9.78,0.691,6.7,374.0
BEL00123_2015-03-24,6.95,0.058,4.196,0.33,9.34,0.73,9.3,516.0
BEL00123_2015-04-28,6.98,0.067,2.799,0.32,9.01,0.427,12.3,481.0
BEL00123_2015-05-26,7.11,0.07,2.799,0.31,8.75,0.551,14.9,579.0
BEL00123_2015-06-30,7.23,0.073,2.799,0.14,8.93,0.07,17.8,718.0
BEL00123_2015-07-28,7.1,0.079,2.397,0.18,7.38,0.163,17.4,650.0
BEL00123_2015-08-25,6.83,0.11,2.099,0.2,6.08,0.512,17.8,483.0
BEL00123_2015-09-29,7.09,0.082,2.799,0.23,8.64,0.21,14.2,631.0
BEL00123_2015-10-27,7.05,0.101,2.998,0.25,7.94,0.699,13.5,648.0
BEL00123_2015-11-24,7.29,0.049,2.298,0.31,8.96,0.264,9.2,581.0
BEL00123_2015-12-15,6.99,0.058,2.698,0.39,9.07,0.357,10.4,481.0
BEL00123_2016-01-27,7.05,0.07,3.497,0.3,8.71,0.551,10.1,741.0
BEL00123_2016-02-09,6.9,0.085,3.598,0.45,8.93,0.567,7.6,418.0
BEL00123_2016-03-08,6.92,0.067,4.196,0.25,9.65,0.318,9.2,443.0
BEL00123_2016-04-19,6.98,0.04,2.898,0.18,9.06,0.303,13.0,527.0
BEL00123_2016-05-18,6.98,0.095,3.199,0.11,8.08,0.551,12.7,586.0
BEL00123_2016-06-22,6.93,0.095,3.397,0.34,7.5,0.303,18.5,461.0
BEL00123_2016-07-18,7.22,0.061,3.598,0.23,8.12,0.264,19.6,570.0
BEL00123_2016-08-30,7.14,0.22,3.097,0.21,7.74,1.103,18.3,646.0
BEL00123_2016-09-28,6.96,0.21,5.097,0.23,6.51,1.398,15.4,1015.0
BEL00123_2016-10-24,6.95,0.119,3.497,0.24,8.21,2.104,10.9,811.0
BEL00123_2016-11-28,7.02,0.064,3.199,0.32,9.05,1.6,10.3,744.0
BEL00123_2016-12-07,7.06,0.052,3.397,0.55,9.41,0.559,7.9,639.0
BEL00123_2017-01-10,6.91,0.162,3.497,0.84,8.58,1.902,7.6,776.0
BEL00123_2017-01-23,7.0,0.119,3.199,0.42,9.92,1.398,5.9,750.0
BEL00123_2017-02-08,6.97,0.119,3.199,0.3,9.22,1.6,8.0,713.0
BEL00123_2017-02-20,7.13,0.073,2.998,0.29,9.13,1.103,9.0,822.0
BEL00123_2017-03-06,6.87,0.088,2.598,0.38,8.86,1.103,8.8,522.0
BEL00123_2017-03-21,7.01,0.088,3.298,0.26,8.83,0.73,10.9,755.0
BEL00123_2017-04-12,7.11,0.085,3.097,0.29,8.89,0.342,12.3,824.0
BEL00123_2017-04-25,7.1,0.095,2.898,0.19,9.0,0.823,12.3,947.0
BEL00123_2017-05-08,7.08,0.064,2.397,0.14,8.36,0.551,11.7,732.0
BEL00123_2017-05-22,7.07,0.061,2.099,0.15,8.09,0.28,15.6,1052.0
BEL00123_2017-06-07,7.04,0.14,3.097,0.38,6.53,2.904,14.7,737.0
BEL00123_2017-06-21,7.18,0.098,2.199,0.13,8.49,0.311,20.2,779.0
BEL00123_2017-07-12,6.87,0.29,2.898,1.1,3.5,6.002,18.5,928.0
BEL00123_2017-07-25,7.06,0.064,2.499,0.11,7.64,0.14,18.2,1226.0
BEL00123_2017-08-09,7.07,0.11,2.397,0.11,7.07,0.388,17.0,1113.0
BEL00123_2017-08-21,7.02,0.21,2.698,0.16,6.49,0.714,17.7,1060.0
BEL00123_2017-09-12,6.92,0.162,2.499,0.31,5.49,1.103,16.7,844.0
BEL00123_2017-09-26,7.1,0.082,2.898,0.26,7.28,0.202,15.5,1068.0
BEL00123_2017-10-09,7.04,0.119,1.998,0.41,6.22,0.784,14.2,694.0
BEL00123_2017-10-23,6.95,0.095,2.099,0.19,7.28,0.373,13.1,983.0
BEL00123_2017-11-06,7.03,0.098,2.799,0.4,7.39,1.103,10.9,1044.0
BEL00123_2017-11-20,7.06,0.079,3.097,0.36,7.89,1.204,9.4,1012.0
BEL00123_2017-12-04,6.99,0.067,3.097,0.42,8.3,1.902,8.9,1033.0
BEL00123_2017-12-11,6.99,0.052,2.799,0.51,8.73,2.003,5.2,585.0
BEL00124_2013-01-08,7.76,0.122,6.395,0.7,8.62,0.497,7.2,537.0
BEL00124_2013-02-25,8.02,0.091,8.594,0.23,12.04,0.947,3.6,829.0
BEL00124_2013-03-25,7.95,0.04,7.194,0.31,11.85,0.458,3.3,654.0
BEL00124_2013-04-22,9.07,0.137,5.497,0.27,19.54,0.163,13.9,1527.0
BEL00124_2013-05-29,8.28,0.189,2.138,0.4,9.65,1.204,14.2,850.0
BEL00124_2013-06-26,8.48,0.11,1.91,0.27,10.71,0.186,19.5,1140.0
BEL00124_2013-07-31,8.25,0.165,0.889,0.66,8.53,1.258,22.8,1204.0
BEL00124_2013-08-28,8.64,0.021,0.4,0.56,10.19,0.163,21.8,3400.0
BEL00124_2013-09-24,8.77,0.125,1.169,0.4,14.77,0.163,19.1,975.0
BEL00124_2013-10-21,7.59,0.174,7.594,0.7,6.28,0.427,15.1,584.0
BEL00124_2013-11-18,7.78,0.116,9.293,0.58,8.63,0.287,9.7,649.0
BEL00124_2014-01-08,8.19,0.098,9.194,0.28,9.85,0.497,9.2,746.0
BEL00124_2014-02-24,7.92,0.058,7.194,0.4,10.61,0.303,8.5,630.0
BEL00124_2014-03-24,8.13,0.159,5.995,0.42,9.78,0.714,12.2,978.0
BEL00124_2014-04-22,8.93,0.091,2.598,0.28,20.0,0.163,16.4,3350.0
BEL00124_2014-05-26,8.76,0.165,1.499,0.53,14.9,0.349,19.9,1803.0
BEL00124_2014-06-23,8.84,0.287,3.097,0.36,15.52,0.163,23.7,785.0
BEL00124_2014-08-27,7.43,0.137,3.497,0.99,4.8,0.784,19.1,449.0
BEL00124_2014-09-23,8.51,0.095,3.698,0.28,11.19,0.163,17.5,951.0
BEL00124_2014-10-20,8.13,0.149,1.959,0.5,8.46,0.877,15.1,1906.0
BEL00124_2014-11-19,7.72,0.177,4.097,0.56,4.77,1.25,9.8,806.0
BEL00124_2015-01-07,7.75,0.067,9.792,0.29,10.4,0.443,4.8,734.0
BEL00124_2015-01-29,7.78,0.11,9.693,0.44,9.98,0.877,5.2,697.0
BEL00124_2015-03-09,8.05,0.091,8.594,0.23,11.22,0.272,7.8,802.0
BEL00124_2015-04-01,8.18,0.152,5.296,0.4,10.0,0.994,10.9,814.0
BEL00124_2015-04-29,8.58,0.064,3.698,0.24,11.2,0.163,13.5,1024.0
BEL00124_2015-06-03,8.48,0.079,0.88,0.54,10.15,0.163,17.5,1143.0
BEL00124_2015-06-30,8.86,0.021,0.4,0.5,14.49,0.163,23.9,2126.0
BEL00124_2015-07-28,8.62,0.021,0.4,0.41,8.12,0.163,18.2,5380.0
BEL00124_2015-08-26,8.44,0.012,0.4,0.75,8.82,0.101,21.2,4400.0
BEL00124_2015-09-21,7.92,0.201,2.009,0.53,7.31,0.877,16.2,837.0
BEL00124_2015-10-14,8.13,0.073,3.088,0.24,8.58,0.155,12.6,1616.0
BEL00124_2015-11-16,7.96,0.116,2.339,0.59,7.81,1.328,12.6,1381.0
BEL00124_2016-01-11,7.84,0.107,10.492,0.53,9.86,0.528,7.6,730.0
BEL00124_2016-02-01,7.82,0.082,9.093,0.75,10.04,0.908,9.0,625.0
BEL00124_2016-02-29,8.08,0.085,9.393,0.19,11.0,0.357,7.0,753.0
BEL00124_2016-03-29,7.97,0.152,5.986,0.65,9.64,0.831,10.1,686.0
BEL00124_2016-04-25,8.69,0.101,6.086,0.32,15.06,0.101,11.9,1416.0
BEL00124_2016-05-30,8.63,0.162,1.968,0.34,10.8,0.186,16.8,1552.0
BEL00124_2016-06-29,7.9,0.262,8.194,0.5,8.45,0.124,19.1,706.0
BEL00124_2016-08-02,8.67,0.076,1.84,0.37,10.05,0.14,20.5,2550.0
BEL00124_2016-08-31,8.92,0.009,0.889,0.61,13.24,0.101,23.8,3070.0
BEL00124_2016-09-27,8.56,0.018,0.4,0.67,10.35,0.101,17.1,3870.0
BEL00124_2016-10-24,8.09,0.101,1.298,0.63,8.27,0.908,11.9,1067.0
BEL00124_2016-11-24,7.96,0.082,9.894,0.69,9.14,0.349,8.9,566.0
BEL00124_2017-01-09,7.81,0.101,8.494,0.36,9.81,0.963,4.9,907.0
BEL00124_2017-03-27,8.65,0.14,7.594,0.29,15.98,0.07,12.3,1526.0
BEL00124_2017-04-24,9.02,0.085,3.199,0.28,18.59,0.116,13.7,5040.0
BEL00124_2017-05-29,9.08,0.046,0.4,0.47,15.29,0.163,23.6,3560.0
BEL00124_2017-06-26,9.02,0.021,0.4,0.5,13.334444444444443,0.202,22.6,7360.0
BEL00124_2017-07-31,8.85,0.021,0.4,0.97,10.89,0.109,20.9,8810.0
BEL00124_2017-08-30,8.63,0.021,0.4,1.16,8.06,0.093,21.4,6180.0
BEL00124_2017-09-27,8.87,0.201,2.099,0.6,15.09,0.047,17.8,1104.0
BEL00124_2017-10-23,8.26,0.076,1.499,0.64,8.74,0.241,13.5,2950.0
BEL00124_2017-11-27,7.96,0.162,4.097,0.491,7.49,1.103,8.3,912.0
BEL00124_2018-02-01,7.85,0.14939022,8.29346716,0.433,9.0,0.698841,7.9,689.0
BEL00124_2018-03-05,8.07,0.09451218,9.09256552,0.274,12.42,1.0016721,3.4,962.0
BEL00124_2018-04-03,8.05,0.10060974,8.09482124,0.255,11.58,0.3338907,10.0,1356.0
BEL00124_2018-05-02,7.68,0.17987802,4.89617046,0.46,7.43,1.2035595,12.0,575.0
BEL00124_2018-06-21,8.76,0.16158534,3.59819996,0.368,12.15,0.0465894,18.9,1206.0
BEL00124_2018-07-19,9.04,0.02134146,0.39954918,0.57,15.78,0.0543543,24.3,5550.0
BEL00124_2018-08-16,8.38,0.10060974,0.39954918,1.04,8.42,0.1785927,20.7,2700.0
BEL00124_2018-09-18,8.78,0.02134146,0.39954918,0.99,10.0,0.0621192,18.7,4600.0
BEL00124_2018-10-15,8.67,0.03353658,0.39954918,0.77,10.2,0.1320033,17.8,4500.0
BEL00124_2018-11-19,7.95,0.14024388,1.3995508,0.528,9.12,1.397682,7.9,2280.0
BEL00124_2019-01-09,8.07,0.17987802,10.2934704,0.363,10.39,0.8230794,5.8,934.0
BEL00124_2019-01-29,7.83,0.10060974,15.08806056,0.72,10.73,0.3960099,4.3,689.0
BEL00124_2019-02-21,7.91,0.14634144,13.6907671,0.22,9.94,0.3960099,7.9,912.0
BEL00124_2019-03-14,8.09,0.1219512,12.59144252,0.314,10.94,0.2950662,7.8,810.0
BEL00124_2019-04-03,8.68,0.12499998,8.99324256,0.225,18.69,0.1009437,11.4,2320.0
BEL00124_2019-05-02,8.23,0.09756096,3.3972967,0.193,10.76,0.1009437,14.2,9070.0
BEL00124_2019-06-03,9.34,0.00914634,0.39954918,0.77,14.15,0.1009437,21.3,5340.0
BEL00124_2019-07-09,8.9,0.00914634,0.39954918,1.04,10.27,0.1009437,22.8,4480.0
BEL00124_2019-08-21,8.79,0.00914634,0.39954918,1.45,13.21,0.1009437,20.8,7950.0
BEL00124_2019-09-24,8.3,0.00914634,0.39954918,1.37,8.5,0.1009437,17.2,9990.0
BEL00124_2019-10-15,8.14,0.27134142,1.16027276,0.84,8.65,1.2734436,15.5,1471.0
BEL00124_2019-11-20,7.77,0.18902436,10.79234254,0.365,8.07,0.3960099,7.1,858.0
BEL00124_2020-02-03,7.92,0.15548778,11.79234416,0.582,9.43,0.5978973,8.8,778.0
BEL00124_2020-02-24,8.01,0.1371951,12.09031304,0.327,10.2,0.2795364,9.2,807.0
BEL00124_2020-04-01,8.91,0.14329266,7.99324094,0.197,20.0,0.1009437,9.3,1153.0
BEL00124_2020-04-28,8.94,0.10365852,3.77652982,0.198,17.64,0.1009437,15.1,4680.0
BEL00124_2020-06-02,9.02,0.00914634,0.39954918,0.398,10.01,0.1009437,20.5,11680.0
BEL00124_2020-08-04,7.83,0.18902436,1.05869246,0.75,6.27,0.3727152,21.8,8080.0
BEL00124_2020-08-31,8.06,0.08536584,0.39954918,1.08,6.73,0.310596,18.3,3920.0
BEL00124_2020-09-29,8.04,0.10365852,0.6884887,0.71,6.37,1.8946356,14.5,1580.0
BEL00124_2020-10-27,8.02,0.21646338,6.1963983,0.259,9.03,0.388245,11.8,975.0
BEL00124_2020-11-23,7.78,0.17378046,7.09481962,0.422,6.96,0.5901324,8.9,778.0
BEL00124_2021-01-13,7.89,0.11585364,9.29346878,0.96,8.97,0.5280132,6.2,648.0
BEL00124_2021-02-22,7.85,0.14634144,9.89392122,0.3,9.33,0.6367218,7.7,840.0
BEL00124_2021-04-06,8.59,0.09756096,6.1963983,0.149,11.67,0.1164735,7.4,7290.0
BEL00124_2021-05-05,8.39,0.07317072,3.11738654,0.236,9.05,0.1785927,12.3,8740.0
BEL00124_2021-06-02,9.09,0.11585364,1.14898606,0.226,19.57,0.1009437,20.2,1321.0
BEL00124_2021-06-30,7.68,0.39024384,6.7945934,0.468,4.57,1.1026158,18.4,811.0
BEL00124_2021-08-04,7.89,0.1829268,3.38826734,0.378,7.48,0.3338907,20.8,569.0
BEL00124_2021-09-09,8.32,0.03963414,0.60045244,0.231,9.76,0.2096523,20.2,1479.0
BEL00124_2021-10-21,7.95,0.14024388,3.01806358,0.413,7.89,0.4348344,12.7,1091.0
BEL00124_2021-11-22,7.84,0.17682924,8.1941442,0.322,7.0,0.4348344,9.5,908.0
BEL00125_2013-01-08,8.04,0.119,8.993,0.23,10.19,0.334,7.4,874.0
BEL00125_2013-02-25,7.88,0.091,7.993,0.31,11.29,0.924,4.9,923.0
BEL00125_2013-03-25,7.65,0.034,9.293,0.2,11.77,0.28,4.1,841.0
BEL00125_2013-04-22,8.39,0.11,5.196,0.18,14.35,0.163,11.1,928.0
BEL00125_2013-05-29,8.13,0.113,2.799,0.26,7.9,0.248,14.3,1007.0
BEL00125_2013-06-26,7.99,0.351,1.56,0.7,5.13,1.141,17.6,1044.0
BEL00125_2013-07-31,7.77,0.235,1.668,0.9,3.91,1.84,19.5,526.0
BEL00125_2013-08-28,7.69,0.189,2.248,1.0,3.91,0.932,19.4,576.0
BEL00125_2013-09-24,7.81,0.201,3.598,0.8,3.66,0.567,15.4,885.0
BEL00125_2013-10-21,7.57,0.067,6.995,2.0,7.18,0.163,14.5,464.0
BEL00125_2013-11-18,8.09,0.091,10.093,0.32,9.82,0.171,9.6,816.0
BEL00125_2014-01-08,8.34,0.073,8.993,0.17,10.74,0.342,9.0,813.0
BEL00125_2014-02-24,7.96,0.052,8.594,0.24,10.66,0.334,8.3,770.0
BEL00125_2014-04-22,8.24,0.116,4.097,0.38,9.99,0.202,14.7,896.0
BEL00125_2014-05-26,7.76,0.241,2.499,0.72,6.32,0.73,16.5,589.0
BEL00125_2014-06-23,8.2,0.058,1.939,0.63,7.76,0.163,20.1,976.0
BEL00125_2014-09-23,8.0,0.189,2.698,0.84,6.45,0.497,14.0,796.0
BEL00125_2014-10-20,8.0,0.073,1.968,0.79,5.09,0.264,14.5,821.0
BEL00125_2014-11-19,8.19,0.095,5.296,0.31,8.8,0.163,10.7,940.0
BEL00125_2015-01-07,8.17,0.116,9.693,0.22,11.28,0.163,6.4,859.0
BEL00125_2015-01-29,7.97,0.07,8.293,0.21,10.66,0.28,4.9,826.0
BEL00125_2015-03-09,8.16,0.064,7.993,0.14,10.51,0.163,8.1,868.0
BEL00125_2015-04-01,8.3,0.07,5.497,0.21,10.52,0.163,9.4,823.0
BEL00125_2015-04-29,8.19,0.107,3.199,0.65,9.19,0.357,11.5,962.0
BEL00125_2015-06-03,8.06,0.168,1.718,0.61,7.04,0.683,15.3,908.0
BEL00125_2015-06-30,8.24,0.079,1.129,0.62,10.45,0.163,20.8,871.0
BEL00125_2015-07-28,7.82,0.22,2.799,1.36,4.01,2.058,16.4,925.0
BEL00125_2015-08-26,7.99,0.192,0.81,1.9,2.75,1.312,18.3,1196.0
BEL00125_2015-09-21,7.88,0.143,8.894,0.41,7.46,0.132,13.8,826.0
BEL00125_2015-10-14,8.01,0.113,2.928,0.85,6.06,0.101,10.7,1076.0
BEL00125_2015-11-16,7.79,0.195,3.718,0.74,6.29,0.854,12.8,753.0
BEL00125_2016-01-11,8.16,0.076,10.293,0.28,10.34,0.14,7.8,832.0
BEL00125_2016-02-01,7.88,0.064,9.993,0.27,10.26,0.101,9.8,787.0
BEL00125_2016-02-29,8.18,0.076,9.693,0.16,11.37,0.326,5.5,846.0
BEL00125_2016-03-29,7.89,0.113,7.296,0.46,9.76,0.396,9.3,709.0
BEL00125_2016-04-25,8.37,0.101,6.494,0.25,10.6,0.217,10.0,887.0
BEL00125_2016-05-30,8.2,0.07,1.578,0.79,6.07,0.248,16.5,982.0
BEL00125_2016-06-29,7.97,0.241,9.194,0.35,6.91,0.21,16.1,883.0
BEL00125_2016-08-02,8.41,0.079,2.059,0.6,8.52,0.163,18.4,1134.0
BEL00125_2016-08-31,8.43,0.095,1.4,0.78,13.6,0.101,20.3,1282.0
BEL00125_2016-09-27,7.97,0.22,2.729,1.21,4.66,0.769,14.4,1145.0
BEL00125_2016-10-24,8.09,0.171,9.792,0.36,7.85,0.163,10.5,897.0
BEL00125_2017-01-09,7.95,0.119,8.395,0.26,10.1,0.481,6.7,947.0
BEL00125_2017-02-27,8.19,0.119,7.695,0.26,10.27,0.474,9.8,871.0
BEL00125_2017-03-27,8.33,0.101,6.494,0.27,10.9,0.116,8.0,922.0
BEL00125_2017-04-24,8.27,0.07,3.797,0.29,12.36,0.093,11.1,850.0
BEL00125_2017-05-29,8.18,0.11,1.598,0.73,8.49,0.14,21.5,1107.0
BEL00125_2017-06-26,8.14,0.021,0.4,1.02,5.8,0.559,19.9,1260.0
BEL00125_2017-07-31,7.98,0.162,0.729,1.69,5.39,0.443,19.2,1077.0
BEL00125_2017-08-30,8.65,0.03,0.44,0.62,12.57,0.148,21.4,855.0
BEL00125_2017-09-27,8.1,0.119,6.196,0.503,6.23,0.217,15.0,1033.0
