country,source_title,excerpt,geo_location,water_source,sanitation_type,sector,gender,age_group,income_level,infrastructure_type,population_density,climate_zone,year,organization,source_type,special_needs_group,severity,water_color,water_clarity,water_odor,recent_rain,nearby_activities,nearby_infrastructure,vegetation_near_source,waste_disposal_nearby,animal_access,water_flow_rate
Bangladesh,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-79.173816,Protected Spring,Flush Toilet,Health,Male,Adult,High,Refugee Camp,Dense,Semi-Arid,2019,WHO,NGO Report,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Haiti,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-89.4100455,Well,Composting Toilet,Education,Female,Youth,Low,Rural Village,Sparse,Temperate,2017,WHO,Gov Report,Elderly,Unsafe,green,turbid,sewage,yes,none,sewage lines,dead,managed sites,no,flowing
Uganda,UNICEF Field Report on Water Quality,"Residents now report consistent access to clean, odorless, and safe water.",-82.014427,River,Pit Latrine,Health,Female,Adult,High,Refugee Camp,Medium,Semi-Arid,2015,UNICEF,NGO Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Kenya,BBC: Community Water Shared but Strained,Water is available but often shared across households and lacks regular treatment.,80.4810195,Truck Delivery,Flush Toilet,Education,Male,Elderly,High,Peri-Urban,Dense,Tropical,2025,WHO,Field Survey,,Moderate,clear,clear,none,no,mining,waste facilities,sparse,none,no,flowing
Uganda,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-30.2895735,Truck Delivery,Pit Latrine,Public Infrastructure,Female,Adult,Middle,Urban Slum,Sparse,Temperate,2024,WHO,Academic Paper,,Unsafe,murky,cloudy,sewage,no,sewage treatment,none,lush,managed sites,no,slow
Bangladesh,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",63.39906,Piped Water,Flush Toilet,Health,Female,Youth,Middle,Rural Village,Sparse,Tropical,2025,UNICEF,NGO Report,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Somalia,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,5.345412,River,Composting Toilet,Agriculture,Male,Child,Low,Refugee Camp,Sparse,Temperate,2025,Water.org,Field Survey,,Unsafe,clear,clear,chemical,no,farming,none,lush,managed sites,yes,stagnant
DR Congo,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-27.537527,River,Composting Toilet,Public Infrastructure,Female,Elderly,Middle,Refugee Camp,Sparse,Arid,2017,Save the Children,Gov Report,Disabled,Unsafe,green,clear,none,no,none,waste facilities,lush,none,yes,stagnant
Nigeria,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",52.6611065,Rainwater,Open Defecation,Public Infrastructure,Male,Youth,High,Rural Village,Sparse,Tropical,2016,Red Cross,NGO Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nepal,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,67.139116,Piped Water,Composting Toilet,Education,Male,Adult,Middle,Peri-Urban,Medium,Tropical,2016,Save the Children,Field Survey,Children Under 5,Unsafe,murky,turbid,sewage,yes,mining,waste facilities,dead,open dumping,no,stagnant
Uganda,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,50.7355345,Protected Spring,Open Defecation,Public Infrastructure,Male,Child,High,Rural Village,Medium,Semi-Arid,2019,Water.org,Field Survey,Elderly,Unsafe,green,turbid,none,no,none,waste facilities,dead,managed sites,no,slow
India,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",8.713423,River,Composting Toilet,Agriculture,Female,Youth,Middle,Rural Village,Medium,Semi-Arid,2021,Red Cross,NGO Report,Disabled,Unsafe,green,turbid,sewage,no,mining,sewage lines,lush,open dumping,no,stagnant
Ethiopia,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,20.922214,River,Pit Latrine,Public Infrastructure,Female,Elderly,Middle,Urban Slum,Dense,Semi-Arid,2022,Red Cross,NGO Report,Elderly,Unsafe,murky,cloudy,none,no,sewage treatment,sewage lines,lush,open dumping,yes,stagnant
Nepal,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-11.937057,River,Pit Latrine,Health,Female,Adult,Low,Peri-Urban,Dense,Semi-Arid,2020,UNICEF,Field Survey,,Unsafe,brown,clear,sewage,no,farming,sewage lines,sparse,managed sites,yes,stagnant
Uganda,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,-82.609627,Protected Spring,Pit Latrine,Agriculture,Female,Adult,Middle,Peri-Urban,Dense,Tropical,2015,Water.org,Field Survey,Children Under 5,Unsafe,clear,turbid,none,no,none,sewage lines,dead,open dumping,no,slow
India,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-23.573857,Truck Delivery,Composting Toilet,Public Infrastructure,Male,Youth,Middle,Urban Slum,Sparse,Tropical,2017,Water.org,Field Survey,Children Under 5,Unsafe,brown,cloudy,sewage,no,none,sewage lines,sparse,none,no,slow
Bangladesh,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,61.0742935,Rainwater,Flush Toilet,Health,Male,Child,High,Refugee Camp,Sparse,Arid,2025,WHO,Academic Paper,Children Under 5,Unsafe,brown,turbid,none,no,none,waste facilities,lush,managed sites,no,slow
Somalia,UNICEF Field Report on Water Quality,"Residents now report consistent access to clean, odorless, and safe water.",30.185413,Rainwater,Pit Latrine,Agriculture,Female,Elderly,High,Rural Village,Medium,Semi-Arid,2016,Water.org,NGO Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Kenya,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,46.887266,Well,Flush Toilet,Health,Male,Child,Low,Urban Slum,Dense,Temperate,2022,WHO,Field Survey,Pregnant Women,Unsafe,clear,clear,sewage,yes,none,none,sparse,open dumping,no,stagnant
Somalia,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-29.3977195,Truck Delivery,Flush Toilet,Education,Female,Elderly,Low,Rural Village,Medium,Temperate,2024,Save the Children,Field Survey,Disabled,Unsafe,green,turbid,none,yes,farming,waste facilities,sparse,open dumping,yes,slow
India,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",4.9882445,Protected Spring,Flush Toilet,Agriculture,Male,Youth,Middle,Refugee Camp,Sparse,Temperate,2016,Water.org,Gov Report,Disabled,Unsafe,brown,clear,none,no,none,sewage lines,sparse,open dumping,no,slow
India,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,21.641698,Rainwater,Open Defecation,Agriculture,Female,Elderly,Low,Rural Village,Medium,Tropical,2017,WHO,Academic Paper,Disabled,Unsafe,murky,cloudy,sewage,no,none,none,dead,open dumping,no,flowing
Nigeria,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,3.7641005,Protected Spring,Pit Latrine,Agriculture,Female,Youth,High,Peri-Urban,Dense,Tropical,2016,Save the Children,Academic Paper,Disabled,Unsafe,brown,cloudy,chemical,yes,none,sewage lines,dead,none,yes,flowing
Bangladesh,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-82.621669,Piped Water,Open Defecation,Agriculture,Male,Elderly,Low,Peri-Urban,Sparse,Temperate,2024,Red Cross,Academic Paper,Elderly,Unsafe,murky,turbid,none,yes,none,waste facilities,lush,managed sites,no,slow
India,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-50.5787655,Truck Delivery,Flush Toilet,Health,Male,Adult,Low,Refugee Camp,Sparse,Semi-Arid,2019,Water.org,Field Survey,Pregnant Women,Unsafe,clear,clear,sewage,no,sewage treatment,none,lush,managed sites,yes,stagnant
Somalia,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",-35.393149,Protected Spring,Pit Latrine,Health,Male,Elderly,High,Refugee Camp,Dense,Tropical,2021,UNICEF,NGO Report,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Kenya,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-37.891875,Protected Spring,Composting Toilet,Public Infrastructure,Female,Youth,High,Peri-Urban,Dense,Tropical,2017,WHO,Academic Paper,,Unsafe,murky,turbid,sewage,yes,farming,sewage lines,lush,none,no,slow
Haiti,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-68.3775225,Truck Delivery,Flush Toilet,Health,Female,Elderly,Middle,Rural Village,Sparse,Temperate,2019,WHO,Field Survey,Children Under 5,Unsafe,brown,turbid,chemical,no,farming,sewage lines,lush,managed sites,no,stagnant
DR Congo,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-23.2365815,River,Flush Toilet,Education,Male,Elderly,Middle,Refugee Camp,Medium,Semi-Arid,2023,WHO,Field Survey,Children Under 5,Unsafe,clear,clear,sewage,yes,farming,sewage lines,dead,managed sites,yes,stagnant
Nigeria,Local Health Board: Water Safety Achieved,Public health officials confirm improved sanitation infrastructure and hygiene practices.,60.7134095,Rainwater,Flush Toilet,Health,Male,Child,Middle,Rural Village,Medium,Temperate,2022,WHO,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Haiti,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,-83.861566,Protected Spring,Flush Toilet,Agriculture,Female,Elderly,Middle,Rural Village,Sparse,Semi-Arid,2025,Save the Children,Gov Report,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nigeria,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-84.0215555,Piped Water,Composting Toilet,Health,Male,Youth,Middle,Refugee Camp,Sparse,Temperate,2020,Water.org,Academic Paper,Pregnant Women,Unsafe,clear,cloudy,none,yes,farming,sewage lines,sparse,none,no,flowing
India,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",1.9897205,Truck Delivery,Pit Latrine,Public Infrastructure,Female,Child,Low,Urban Slum,Medium,Semi-Arid,2017,Save the Children,Academic Paper,,Unsafe,clear,cloudy,none,yes,mining,waste facilities,dead,none,yes,flowing
India,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-5.098342,Truck Delivery,Open Defecation,Agriculture,Female,Child,Low,Urban Slum,Medium,Tropical,2024,Water.org,NGO Report,Pregnant Women,Unsafe,murky,cloudy,none,no,mining,sewage lines,lush,managed sites,no,stagnant
Haiti,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",23.3841875,Borehole,Flush Toilet,Health,Male,Elderly,Low,Peri-Urban,Sparse,Temperate,2022,Save the Children,Field Survey,Disabled,Unsafe,green,turbid,sewage,yes,mining,sewage lines,lush,none,yes,slow
DR Congo,WHO Update: Improved Sanitation Efforts,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-46.6965155,Protected Spring,Composting Toilet,Public Infrastructure,Male,Adult,High,Urban Slum,Dense,Temperate,2017,Water.org,Academic Paper,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,Local Health Board: Water Safety Achieved,Treated water systems have significantly reduced reported illnesses in the area.,-71.393682,Well,Open Defecation,Health,Female,Elderly,Low,Rural Village,Dense,Tropical,2025,Water.org,Field Survey,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nigeria,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,34.8185245,Well,Flush Toilet,Education,Male,Youth,Middle,Peri-Urban,Medium,Arid,2023,UNICEF,Gov Report,Children Under 5,Unsafe,brown,clear,none,no,sewage treatment,sewage lines,sparse,none,yes,stagnant
Nepal,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-20.248371,Borehole,Composting Toilet,Health,Female,Adult,Low,Urban Slum,Dense,Temperate,2019,Save the Children,Gov Report,Pregnant Women,Unsafe,clear,cloudy,none,no,farming,sewage lines,sparse,none,yes,slow
DR Congo,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",57.1117985,Well,Open Defecation,Public Infrastructure,Male,Elderly,High,Rural Village,Sparse,Arid,2025,Water.org,Gov Report,Pregnant Women,Unsafe,murky,cloudy,sewage,yes,farming,sewage lines,dead,open dumping,no,stagnant
India,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,8.146545,River,Open Defecation,Education,Female,Elderly,Middle,Urban Slum,Dense,Semi-Arid,2015,UNICEF,Field Survey,Elderly,Unsafe,murky,clear,none,yes,none,waste facilities,lush,managed sites,yes,flowing
Nepal,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-24.5217125,Borehole,Open Defecation,Agriculture,Male,Child,Middle,Peri-Urban,Medium,Arid,2015,WHO,Field Survey,Disabled,Unsafe,clear,turbid,chemical,no,mining,waste facilities,lush,managed sites,no,stagnant
DR Congo,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,35.373177,Borehole,Pit Latrine,Education,Female,Adult,Middle,Refugee Camp,Sparse,Semi-Arid,2021,WHO,NGO Report,Pregnant Women,Unsafe,murky,cloudy,chemical,no,farming,waste facilities,dead,managed sites,yes,slow
Bangladesh,BBC: Community Water Shared but Strained,Water is available but often shared across households and lacks regular treatment.,18.923954,Rainwater,Open Defecation,Education,Male,Youth,Low,Urban Slum,Sparse,Arid,2023,Water.org,Field Survey,Disabled,Moderate,green,cloudy,none,no,farming,waste facilities,sparse,none,no,flowing
Kenya,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-40.125489,Borehole,Flush Toilet,Health,Male,Adult,Middle,Rural Village,Sparse,Semi-Arid,2019,Red Cross,Academic Paper,Pregnant Women,Unsafe,clear,turbid,none,no,sewage treatment,sewage lines,sparse,none,yes,flowing
Haiti,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",34.744933,Borehole,Composting Toilet,Public Infrastructure,Male,Elderly,Low,Peri-Urban,Sparse,Arid,2016,Red Cross,NGO Report,Pregnant Women,Unsafe,green,turbid,chemical,no,farming,waste facilities,sparse,none,yes,stagnant
Bangladesh,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",36.258375,Protected Spring,Open Defecation,Education,Female,Youth,High,Rural Village,Medium,Semi-Arid,2016,Red Cross,Academic Paper,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Uganda,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,47.492772,Well,Pit Latrine,Education,Female,Adult,Low,Peri-Urban,Medium,Arid,2018,Red Cross,NGO Report,Disabled,Unsafe,murky,cloudy,sewage,no,none,sewage lines,dead,open dumping,no,stagnant
